dataset_index	dataset	metric	split	wins_floatsom	wins_xpysom	ties	win_rate_floatsom	median_delta_raw	median_pct_improvement	mean_pct_improvement	ci_low_pct	ci_high_pct	p_value	n_pairs	notes	effect_size_signed
8	blobs	quantization_error	train	10	0	0	1.0	-0.006451427936553997	4.881063366395617	5.196121273396806	3.9558965913437527	7.422443395300585	0.001953125	10	positive means FloatSOM is better	1.0
5	breast_cancer	quantization_error	train	10	0	0	1.0	-0.34106457233428955	15.222177648478452	15.353397546179584	14.103986356574216	16.59343303641823	0.001953125	10	positive means FloatSOM is better	1.0
7	california_housing	quantization_error	train	10	0	0	1.0	-0.07878249883651733	9.845541176494816	9.81667754044972	9.190048097304455	10.438805181436969	0.001953125	10	positive means FloatSOM is better	1.0
9	circles	quantization_error	train	10	0	0	1.0	-0.008335202932357788	5.060884952325358	5.060624756720519	3.9805140465517983	6.149708520119919	0.001953125	10	positive means FloatSOM is better	1.0
14	covertype	quantization_error	train	10	0	0	1.0	-0.9637994766235352	30.049139486194733	29.657550610782927	28.19854058013938	30.796287679889296	0.001953125	10	positive means FloatSOM is better	1.0
4	diabetes	quantization_error	train	10	0	0	1.0	-0.2405664920806886	17.679747671237642	17.719098213428033	16.779506699207083	18.634025500175625	0.001953125	10	positive means FloatSOM is better	1.0
6	digits	quantization_error	train	10	0	0	1.0	-0.4855917692184448	11.170220177689703	11.201208677831813	10.733878934645865	11.643200557830365	0.001953125	10	positive means FloatSOM is better	1.0
1	iris	quantization_error	train	10	0	0	1.0	-0.10718826949596405	54.54385087714279	55.155730379151144	50.642929437324156	59.664545818102695	0.001953125	10	positive means FloatSOM is better	1.0
13	kddcup99	quantization_error	train	10	0	0	1.0	-0.1756342351436615	35.91340481200271	35.88187038133237	34.41993750809343	37.2347821333247	0.001953125	10	positive means FloatSOM is better	1.0
10	moons	quantization_error	train	10	0	0	1.0	-0.005915336310863509	4.257721570427634	4.189790510450959	2.54334330097293	5.941002037142962	0.001953125	10	positive means FloatSOM is better	1.0
3	olivetti_faces	quantization_error	train	10	0	0	1.0	-7.123571395874025	20.455069516534444	20.460880658897626	19.257191359492253	21.720206220096706	0.001953125	10	positive means FloatSOM is better	1.0
11	s_curve	quantization_error	train	10	0	0	1.0	-0.03510189056396479	10.351680703639387	10.304394423091061	9.635292986110041	10.94224870543557	0.001953125	10	positive means FloatSOM is better	1.0
12	swiss_roll	quantization_error	train	10	0	0	1.0	-0.05417352914810186	17.979194518295333	18.021026833524207	17.086031023040434	19.00646024519039	0.001953125	10	positive means FloatSOM is better	1.0
2	wine	quantization_error	train	10	0	0	1.0	-0.51776123046875	43.30289637877908	43.681828391634795	38.439437634239695	48.20217150668053	0.001953125	10	positive means FloatSOM is better	1.0
	GLOBAL	quantization_error	train	140	0	0	1.0	-0.23777716979384445	18.021399167672566	20.12144287120511	15.07697731741726	21.01592178213473	1.0114520744886418e-24	140	pooled paired samples across datasets	1.0
8	blobs	quantization_error	holdout	10	0	0	1.0	-0.005031175911426544	3.8250621389874695	3.8868642724593387	2.548172662641304	5.026198674629884	0.001953125	10	positive means FloatSOM is better	1.0
5	breast_cancer	quantization_error	holdout	1	9	0	0.1	0.028041958808898926	-1.024293654177684	-0.9969931852892622	-1.8638924312415721	-0.2499352354062787	0.013671875	10	positive means FloatSOM is better	-0.8
7	california_housing	quantization_error	holdout	10	0	0	1.0	-0.06578502058982849	8.12626372682644	8.030110648205193	7.417951780088865	8.65953024426724	0.001953125	10	positive means FloatSOM is better	1.0
9	circles	quantization_error	holdout	10	0	0	1.0	-0.006886333227157634	4.166541058788232	4.138834945797624	3.0233683100238293	5.185676083996155	0.001953125	10	positive means FloatSOM is better	1.0
14	covertype	quantization_error	holdout	10	0	0	1.0	-0.9637166261672974	30.063682108502114	29.66653484171606	28.04674227383491	30.818162067235242	0.001953125	10	positive means FloatSOM is better	1.0
4	diabetes	quantization_error	holdout	10	0	0	1.0	-0.03656131029129017	2.1592464412805876	2.244992357575162	1.0807446945843617	3.362934102620737	0.001953125	10	positive means FloatSOM is better	1.0
6	digits	quantization_error	holdout	10	0	0	1.0	-0.20940947532653853	4.495777821300427	4.510287180203917	3.9716908607522217	5.0296114674435435	0.001953125	10	positive means FloatSOM is better	1.0
1	iris	quantization_error	holdout	6	4	0	0.6	0.0006205141544341763	-0.21526826032192903	-0.49037341445922983	-2.3670799224635206	1.2196045631418886	1.0	10	positive means FloatSOM is better	0.2
13	kddcup99	quantization_error	holdout	10	0	0	1.0	-0.17172758281230924	35.006550309888276	35.12531419389789	33.6002688832535	36.669402674761	0.001953125	10	positive means FloatSOM is better	1.0
