dataset,pair_seed,pair_split,score_a,trials_a,score_b,trials_b,delta_a_minus_b,pct_improvement_a_over_b,pct_improvement_a_over_b_baseline_ref,reference_score,pct_improvement_a_over_b_reference
blobs,11780,both,0.1274638995528221,5,0.1276222988963127,5,-0.00015839934349060059,0.12411572653090414,0.12411572653090414,0.1274638995528221,0.12426996510094888
blobs,24458,both,0.1420378237962722,5,0.142288863658905,5,-0.000251039862632807,0.17642973327455896,0.17642973327455896,0.1420378237962722,0.1767415579338069
blobs,27760,both,0.1156742237508297,5,0.1156934835016727,5,-1.9259750843006462e-05,0.016647221831407648,0.016647221831407648,0.1156742237508297,0.01664999359277595
blobs,33080,both,0.1234267801046371,5,0.1236378960311412,5,-0.0002111159265040935,0.17075341240918468,0.17075341240918468,0.1234267801046371,0.17104547840032486
blobs,39252,both,0.0996197126805782,5,0.0996240340173244,5,-4.3213367462019425e-06,0.004337644815156221,0.004337644815156221,0.0996197126805782,0.004337832974943349
blobs,48049,both,0.1298746690154075,5,0.1297787204384803,5,9.594857692721281e-05,-0.07387782209926563,-0.07393244177707534,0.1298746690154075,-0.07387782209926563
blobs,69281,both,0.1403755024075508,5,0.1408577710390091,5,-0.00048226863145828247,0.34237985444532076,0.34237985444532076,0.1403755024075508,0.3435561213936864
blobs,88014,both,0.1188300549983978,5,0.1192136406898498,5,-0.0003835856914519986,0.32176325564114594,0.32176325564114594,0.1188300549983978,0.32280191358757726
blobs,89580,both,0.1172728836536407,5,0.1191875711083412,5,-0.0019146874547004977,1.606448924913531,1.606448924913531,0.1172728836536407,1.6326770477951464
blobs,90744,both,0.1366340368986129,5,0.1368337869644165,5,-0.0001997500658036111,0.14598007570714674,0.14598007570714674,0.1366340368986129,0.1461934890731747
breast_cancer,11780,both,2.2569234371185303,5,2.521420478820801,5,-0.2644970417022705,10.490001327583748,10.490001327583748,2.2569234371185303,11.719362622241205
breast_cancer,24458,both,2.218308746814728,5,2.5385005474090576,5,-0.32019180059432983,12.613422554552384,12.613422554552384,2.218308746814728,14.434050312162075
breast_cancer,27760,both,2.2882240414619446,5,2.5842909812927246,5,-0.29606693983078003,11.45640881673008,11.45640881673008,2.2882240414619446,12.938721666503561
breast_cancer,33080,both,2.249013304710388,5,2.5206992626190186,5,-0.27168595790863037,10.778198015829439,10.778198015829439,2.249013304710388,12.080229020415517
breast_cancer,39252,both,2.280451714992523,5,2.6052154302597046,5,-0.3247637152671814,12.465906331393365,12.465906331393365,2.280451714992523,14.241201123973202
breast_cancer,48049,both,2.271993577480316,5,2.560224652290344,5,-0.28823107481002763,11.258038412847085,11.258038412847085,2.271993577480316,12.686262745939686
breast_cancer,69281,both,2.2400168776512146,5,2.571952223777771,5,-0.3319353461265564,12.905968589066497,12.905968589066497,2.2400168776512146,14.818430585871726
breast_cancer,88014,both,2.2433156967163086,5,2.544376254081726,5,-0.3010605573654175,11.832391411547395,11.832391411547395,2.2433156967163086,13.420338377077288
breast_cancer,89580,both,2.209184169769287,5,2.522117376327514,5,-0.3129332065582271,12.407559199877245,12.407559199877245,2.209184169769287,14.16510270354272
breast_cancer,90744,both,2.253062844276428,5,2.5585511922836304,5,-0.3054883480072026,11.939895864836673,11.939895864836673,2.253062844276428,13.558802799631199
california_housing,11780,both,0.72137451171875,5,0.7336425483226776,5,-0.012268036603927612,1.6722089840585104,1.6722089840585104,0.72137451171875,1.7006473620335898
california_housing,24458,both,0.7251654267311096,5,0.7372284233570099,5,-0.012062996625900269,1.6362630961745555,1.6362630961745555,0.7251654267311096,1.6634820388883778
california_housing,27760,both,0.7368899881839752,5,0.7455668747425079,5,-0.008676886558532715,1.1637972196027888,1.1637972196027888,0.7368899881839752,1.1775009428363146
california_housing,33080,both,0.725216805934906,5,0.7316061556339264,5,-0.006389349699020386,0.8733318671278955,0.8733318671278955,0.725216805934906,0.8810261492469992
california_housing,39252,both,0.7300307154655457,5,0.733860045671463,5,-0.0038293302059173584,0.5218066072003715,0.5218066072003715,0.7300307154655457,0.5245437109417195
california_housing,48049,both,0.7281420826911926,5,0.7410555481910706,5,-0.01291346549987793,1.7425772644709188,1.7425772644709188,0.7281420826911926,1.7734815507641208
california_housing,69281,both,0.726914256811142,5,0.735357254743576,5,-0.008442997932434082,1.1481491313196075,1.1481491313196075,0.726914256811142,1.1614847079038153
california_housing,88014,both,0.7280614674091339,5,0.7389192283153534,5,-0.010857760906219482,1.4694110655333554,1.4694110655333554,0.7280614674091339,1.4913247565288286
california_housing,89580,both,0.7291003167629242,5,0.7445487976074219,5,-0.01544848084449768,2.074878220761455,2.074878220761455,0.7291003167629242,2.118841603729675
california_housing,90744,both,0.7261593043804169,5,0.7351366877555847,5,-0.008977383375167847,1.2211856005413528,1.2211856005413528,0.7261593043804169,1.2362829094130587
circles,11780,both,0.1537707671523094,5,0.15409966558218,5,-0.00032889842987060547,0.21343228009486293,0.21343228009486293,0.1537707671523094,0.21388878781155637
circles,24458,both,0.1531826108694076,5,0.153913527727127,5,-0.0007309168577193936,0.4748879897127917,0.4748879897127917,0.1531826108694076,0.4771539364494318
circles,27760,both,0.1524481549859047,5,0.1529076024889946,5,-0.0004594475030899048,0.30047394348686696,0.30047394348686696,0.1524481549859047,0.30137951038658695
circles,33080,both,0.1535558104515075,5,0.1543569415807724,5,-0.000801131129264887,0.5190120515867235,0.5190120515867235,0.1535558104515075,0.5217198404340954
circles,39252,both,0.1533800885081291,5,0.153862252831459,5,-0.0004821643233298978,0.313374017640351,0.313374017640351,0.1533800885081291,0.3143591374993523
circles,48049,both,0.1539969369769096,5,0.1542927026748657,5,-0.0002957656979560852,0.1916913067362229,0.1916913067362229,0.1539969369769096,0.19205946804021984
circles,69281,both,0.1539640501141548,5,0.1545675620436668,5,-0.0006035119295120239,0.3904518655353612,0.3904518655353612,0.1539640501141548,0.39198236800380176
circles,88014,both,0.1543874070048332,5,0.1542982533574104,5,8.915364742279053e-05,-0.05774670949684356,-0.057780075589241135,0.1543874070048332,-0.05774670949684356
circles,89580,both,0.1535238772630691,5,0.1541740000247955,5,-0.0006501227617264072,0.42168119243312696,0.42168119243312696,0.1535238772630691,0.4234668725910281
circles,90744,both,0.1535464525222778,5,0.1536457687616348,5,-9.931623935699463e-05,0.06463974905229788,0.06463974905229788,0.1535464525222778,0.06468155904975076
covertype,11780,both,2.1342331171035767,5,2.189583539962769,5,-0.05535042285919234,2.527897284984774,2.527897284984774,2.1342331171035767,2.5934572196269654
covertype,24458,both,2.151524543762207,5,2.1166332960128784,5,0.03489124774932861,-1.6216988019256775,-1.6484313940942714,2.151524543762207,-1.6216988019256775
covertype,27760,both,2.13216245174408,5,2.1420156955718994,5,-0.00985324382781938,0.4599986754620232,0.4599986754620232,2.13216245174408,0.46212444177316603
covertype,33080,both,2.1443355083465576,5,2.124976634979248,5,0.01935887336730957,-0.9027912512737666,-0.9110158224162603,2.1443355083465576,-0.9027912512737666
covertype,39252,both,2.1305912733078003,5,2.1209537982940674,5,0.00963747501373291,-0.4523380497457155,-0.4543934441893339,2.1305912733078003,-0.4523380497457155
covertype,48049,both,2.135219693183899,5,2.139328122138977,5,-0.004108428955078125,0.19204295556917048,0.19204295556917048,2.135219693183899,0.19241247016375662
covertype,69281,both,2.126710891723633,5,2.1472243070602417,5,-0.020513415336608887,0.955345711631485,0.955345711631485,2.126710891723633,0.9645605999592829
covertype,88014,both,2.1247202157974243,5,2.147869825363159,5,-0.023149609565734863,1.07779388175076,1.07779388175076,2.1247202157974243,1.0895368431860395
covertype,89580,both,2.1154944896698,5,2.1043916940689087,5,0.011102795600891113,-0.5248321683231664,-0.5276011890839344,2.1154944896698,-0.5248321683231664
covertype,90744,both,2.1165584325790405,5,2.123857855796814,5,-0.0072994232177734375,0.34368699382826123,0.34368699382826123,2.1165584325790405,0.3448722749826964
diabetes,11780,both,1.3696019649505615,5,1.5811695456504822,5,-0.21156758069992065,13.380448749592075,13.380448749592075,1.3696019649505615,15.447377129570459
diabetes,24458,both,1.3827741146087646,5,1.5795606970787048,5,-0.19678658246994019,12.458310898332948,12.458310898332948,1.3827741146087646,14.231289144837515
diabetes,27760,both,1.358216404914856,5,1.5988175868988037,5,-0.24060118198394775,15.048694982811476,15.048694982811476,1.358216404914856,17.714495356800715
diabetes,33080,both,1.38462233543396,5,1.5906071662902832,5,-0.20598483085632324,12.95007562028872,12.95007562028872,1.38462233543396,14.876607547412176
diabetes,39252,both,1.3683732748031616,5,1.6095739603042605,5,-0.24120068550109885,14.985374481052382,14.985374481052382,1.3683732748031616,17.626819373229516
diabetes,48049,both,1.3535552024841309,5,1.5741263031959534,5,-0.2205711007118225,14.012287340856725,14.012287340856725,1.3535552024841309,16.295685636390473
diabetes,69281,both,1.3603002429008484,5,1.5612218976020813,5,-0.2009216547012329,12.869512976331768,12.869512976331768,1.3603002429008484,14.770390268604693
diabetes,88014,both,1.3617650866508484,5,1.5902259945869446,5,-0.2284609079360962,14.36656857036462,14.36656857036462,1.3617650866508484,16.77682224163768
diabetes,89580,both,1.3612602949142456,5,1.571413815021515,5,-0.2101535201072693,13.373531408363748,13.373531408363748,1.3612602949142456,15.43815836636212
diabetes,90744,both,1.371482014656067,5,1.6048148274421692,5,-0.2333328127861023,14.539547416694754,14.539547416694754,1.371482014656067,17.013187945057833
digits,11780,both,4.071736931800842,5,4.358786582946777,5,-0.28704965114593506,6.585540394865442,6.585540394865442,4.071736931800842,7.049808373032073
digits,24458,both,4.089203476905823,5,4.412712574005127,5,-0.3235090970993042,7.331297737474807,7.331297737474807,4.089203476905823,7.91129859216724
digits,27760,both,4.094132900238037,5,4.429821014404297,5,-0.33568811416625977,7.577915971654707,7.577915971654707,4.094132900238037,8.199248103224557
digits,33080,both,4.026721835136414,5,4.401712417602539,5,-0.3749905824661255,8.519197686939528,8.519197686939528,4.026721835136414,9.312552438910195
digits,39252,both,4.067872881889343,5,4.410503387451172,5,-0.3426305055618286,7.768512468138805,7.768512468138805,4.067872881889343,8.422841999002983
digits,48049,both,4.095400929450989,5,4.427580118179321,5,-0.3321791887283325,7.502499782317411,7.502499782317411,4.095400929450989,8.111029773411293
digits,69281,both,4.088837742805481,5,4.405319213867188,5,-0.31648147106170743,7.18407578877549,7.18407578877549,4.088837742805481,7.740132794913977
digits,88014,both,4.051185607910156,5,4.376343965530396,5,-0.32515835762024015,7.429908621929633,7.429908621929633,4.051185607910156,8.026251796149529
digits,89580,both,4.09898567199707,5,4.40556263923645,5,-0.3065769672393799,6.958860702807174,6.958860702807174,4.09898567199707,7.479337372018972
digits,90744,both,4.124307632446289,5,4.449455976486206,5,-0.325148344039917,7.307597732356729,7.307597732356729,4.124307632446289,7.88370735204005
iris,11780,both,0.2140427604317665,5,0.3937185704708099,5,-0.17967581003904337,45.635594435941,45.635594435941,0.2140427604317665,83.9438856407018
iris,24458,both,0.2091500274837017,5,0.3781634122133255,5,-0.1690133847296238,44.693214433521604,44.693214433521604,0.2091500274837017,80.80964022000637
iris,27760,both,0.1917846985161304,5,0.3158305585384369,5,-0.1240458600223065,39.27607910911192,39.27607910911192,0.1917846985161304,64.67974816660016
iris,33080,both,0.2005335949361324,5,0.3450784385204315,5,-0.14454484358429912,41.887532644477545,41.887532644477545,0.2005335949361324,72.08011387335621
iris,39252,both,0.1865871511399746,5,0.335303395986557,5,-0.1487162448465824,44.352740421556824,44.352740421556824,0.1865871511399746,79.7033686071009
iris,48049,both,0.2119504362344741,5,0.320359468460083,5,-0.10840903222560891,33.83980899541189,33.83980899541189,0.2119504362344741,51.14829398401398
iris,69281,both,0.2134739737957716,5,0.3473016619682312,5,-0.1338276881724596,38.53355823696037,38.53355823696037,0.2134739737957716,62.69040004871563
