dataset,pair_seed,pair_split,score_a,trials_a,score_b,trials_b,delta_a_minus_b,pct_improvement_a_over_b,pct_improvement_a_over_b_baseline_ref,reference_score,pct_improvement_a_over_b_reference
blobs,6545,all,0.1135924868285655,5,0.1187863238155841,5,-0.005193836987018599,4.372420006096019,4.372420006096019,0.1135924868285655,4.572342002563225
blobs,13693,all,0.1470986008644103,5,0.1539914160966873,5,-0.006892815232277,4.47610354329697,4.47610354329697,0.1470986008644103,4.6858469025348
blobs,15882,all,0.132249854505062,5,0.1369099020957946,5,-0.004660047590732602,3.403733053195824,3.403733053195824,0.132249854505062,3.523669351601619
blobs,30080,all,0.1302013844251632,5,0.1305354312062263,5,-0.00033404678106307983,0.25590506575592975,0.25590506575592975,0.1302013844251632,0.2565616199381369
blobs,31569,all,0.1332072243094443,5,0.1430333778262138,5,-0.00982615351676952,6.8698325286761674,6.8698325286761674,0.1332072243094443,7.376592048748856
breast_cancer,6545,all,2.38082218170166,5,2.95564341545105,5,-0.5748212337493896,19.448260596810467,19.448260596810467,2.38082218170166,24.14381209009671
breast_cancer,13693,all,2.400730013847351,5,2.8925156593322754,5,-0.4917856454849243,17.00200460102093,17.00200460102093,2.400730013847351,20.48483763889804
breast_cancer,15882,all,2.377148747444153,5,2.96881103515625,5,-0.5916622877120972,19.929267329773236,19.929267329773236,2.377148747444153,24.889577833454332
breast_cancer,30080,all,2.409850597381592,5,2.9658669233322144,5,-0.5560163259506226,18.74717714326597,18.74717714326597,2.409850597381592,23.0726471821431
breast_cancer,31569,all,2.338790774345398,5,2.919328808784485,5,-0.5805380344390869,19.88601053407219,19.88601053407219,2.338790774345398,24.822144879615117
circles,6545,all,0.1556005701422691,5,0.1640403941273689,5,-0.008439823985099792,5.144966902814623,5.144966902814623,0.1556005701422691,5.424031529822205
circles,13693,all,0.1565405502915381,5,0.1603505238890647,5,-0.003809973597526606,2.376028157015851,2.376028157015851,0.1565405502915381,2.433857291565019
circles,15882,all,0.1561332568526267,5,0.1607892513275146,5,-0.004655994474887903,2.895712515884549,2.895712515884549,0.1561332568526267,2.982064531762551
circles,30080,all,0.1600528582930564,5,0.160676933825016,5,-0.0006240755319595892,0.3884039339705312,0.3884039339705312,0.1600528582930564,0.38991839234567643
circles,31569,all,0.1548133864998817,5,0.1612839698791503,5,-0.0064705833792686185,4.011919711622309,4.011919711622309,0.1548133864998817,4.179601987631453
digits,6545,all,4.077513933181763,5,4.9301087856292725,5,-0.8525948524475098,17.293631632079407,17.293631632079407,4.077513933181763,20.9096735515558
digits,13693,all,4.133016109466553,5,4.93136191368103,5,-0.7983458042144775,16.18915460249702,16.18915460249702,4.133016109466553,19.31630032570862
digits,15882,all,4.074213147163391,5,4.871474742889404,5,-0.7972615957260132,16.36591869617568,16.36591869617568,4.074213147163391,19.568480266701176
digits,30080,all,4.127055048942566,5,4.888730049133301,5,-0.7616750001907349,15.580222113629869,15.580222113629869,4.127055048942566,18.455653999233455
digits,31569,all,4.192303419113159,5,4.9009997844696045,5,-0.7086963653564453,14.460240696238714,14.460240696238714,4.192303419113159,16.904701175144503
iris,6545,all,0.2252948507666587,5,0.4055573493242264,5,-0.18026249855756768,44.4480907220486,44.4480907220486,0.2252948507666587,80.0118147148726
iris,13693,all,0.2298919707536697,5,0.3838225156068802,5,-0.15393054485321048,40.104615699739114,40.104615699739114,0.2298919707536697,66.95777340486056
iris,15882,all,0.2219221368432044,5,0.3490117341279983,5,-0.1270895972847939,36.41413306699437,36.41413306699437,0.2219221368432044,57.267652111058695
iris,30080,all,0.2605769410729408,5,0.3587282598018646,5,-0.0981513187289238,27.360910674596823,27.360910674596823,0.2605769410729408,37.66692414331828
iris,31569,all,0.2479487694799899,5,0.36967733502388,5,-0.12172856554389011,32.92832803396693,32.92832803396693,0.2479487694799899,49.09424063655776
moons,6545,all,0.1312007457017898,5,0.1376432999968528,5,-0.006442554295062991,4.680615980007962,4.680615980007962,0.1312007457017898,4.910455547033605
moons,13693,all,0.1354144662618637,5,0.1372971832752227,5,-0.0018827170133589866,1.371271404443117,1.371271404443117,0.1354144662618637,1.390336693952771
moons,15882,all,0.131639540195465,5,0.1370486170053481,5,-0.00540907680988309,3.9468306416196883,3.9468306416196883,0.131639540195465,4.109006155636385
moons,30080,all,0.1324504166841506,5,0.1411119997501372,5,-0.008661583065986578,6.138091077529469,6.138091077529469,0.1324504166841506,6.539490990535364
moons,31569,all,0.1320238783955573,5,0.1393331810832023,5,-0.007309302687645014,5.245916752076658,5.245916752076658,0.1320238783955573,5.536349012370006
olivetti_faces,6545,all,35.55193901062012,5,45.84421157836914,5,-10.292272567749023,22.450538930426863,22.450538930426863,35.55193901062012,28.949961251549468
olivetti_faces,13693,all,35.673933029174805,5,46.266706466674805,5,-10.5927734375,22.89502375780695,22.89502375780695,35.673933029174805,29.69331536513519
olivetti_faces,15882,all,35.49851703643799,5,47.70993232727051,5,-12.21141529083252,25.595121802033244,25.595121802033244,35.49851703643799,34.39978993572584
olivetti_faces,30080,all,36.26333427429199,5,45.10994720458984,5,-8.846612930297844,19.61122430530737,19.61122430530737,36.26333427429199,24.395475781082368
olivetti_faces,31569,all,35.17006015777588,5,46.0620174407959,5,-10.89195728302002,23.64628795736008,23.64628795736008,35.17006015777588,30.969401912188303
s_curve,6545,all,0.3052316755056381,5,0.3174570798873901,5,-0.012225404381751959,3.8510416545407065,3.8510416545407065,0.3052316755056381,4.005286922302445
s_curve,13693,all,0.3045300245285034,5,0.3188454359769821,5,-0.014315411448478699,4.489765206961327,4.489765206961327,0.3045300245285034,4.700821034196188
s_curve,15882,all,0.3084016740322113,5,0.3203418105840683,5,-0.011940136551856995,3.727311314775599,3.727311314775599,0.3084016740322113,3.871618592644181
s_curve,30080,all,0.3046283572912216,5,0.3202495127916336,5,-0.015621155500411987,4.877807733177005,4.877807733177005,0.3046283572912216,5.127938724850333
s_curve,31569,all,0.3078519701957702,5,0.3169173151254654,5,-0.009065344929695185,2.8604763757090006,2.8604763757090006,0.3078519701957702,2.9447090833722203
swiss_roll,6545,all,0.269424095749855,5,0.2690439969301224,5,0.0003800988197326105,-0.14107825756071599,-0.14127756949408238,0.269424095749855,-0.14107825756071599
swiss_roll,13693,all,0.2431397959589958,5,0.2824477702379226,5,-0.03930797427892682,13.916900192136538,13.916900192136538,0.2431397959589958,16.166820459763773
swiss_roll,15882,all,0.2550030052661896,5,0.2589731067419052,5,-0.003970101475715637,1.5330168933997745,1.5330168933997745,0.2550030052661896,1.5568841910593851
swiss_roll,30080,all,0.2599429935216903,5,0.272263839840889,5,-0.012320846319198664,4.525333340776714,4.525333340776714,0.2599429935216903,4.739826279707201
