dataset,pair_batch_mode,pair_seed,pair_split,score_a,trials_a,score_b,trials_b,delta_a_minus_b,pct_improvement_a_over_b,pct_improvement_a_over_b_baseline_ref,reference_score,pct_improvement_a_over_b_reference
blobs,minibatch,6545,both,0.1115518696606158,5,0.1155820116400718,5,-0.004030141979456003,3.4868245692124376,3.4868245692124376,0.1115518696606158,3.612796443230637
blobs,minibatch,13693,both,0.146003633737564,5,0.1498371362686157,5,-0.0038335025310516913,2.558446208007675,2.558446208007675,0.146003633737564,2.625621317029867
blobs,minibatch,15882,both,0.1304436028003692,5,0.135087139904499,5,-0.004643537104129791,3.4374383138266005,3.4374383138266005,0.1304436028003692,3.559804393961931
blobs,minibatch,30080,both,0.1240426078438758,5,0.1277068927884101,5,-0.0036642849445343018,2.869293007234493,2.869293007234493,0.1240426078438758,2.9540534564915744
blobs,minibatch,31569,both,0.130633309483528,5,0.1332072243094444,5,-0.0025739148259164013,1.9322636885947864,1.9322636885947864,0.130633309483528,1.9703357712459661
breast_cancer,minibatch,6545,both,2.2768412232398987,5,2.8198399543762207,5,-0.542998731136322,19.25636702514343,19.25636702514343,2.2768412232398987,23.848774591477483
breast_cancer,minibatch,13693,both,2.2585408687591557,5,2.789261102676392,5,-0.5307202339172363,19.0272697456682,19.0272697456682,2.2585408687591557,23.498367519415954
breast_cancer,minibatch,15882,both,2.259538471698761,5,2.8063806295394897,5,-0.5468421578407288,19.48567318647942,19.48567318647942,2.259538471698761,24.201497991295682
breast_cancer,minibatch,30080,both,2.3028326630592346,5,2.832369565963745,5,-0.5295369029045105,18.695897218636077,18.695897218636077,2.3028326630592346,22.99502310346071
breast_cancer,minibatch,31569,both,2.243515193462372,5,2.7874194383621216,5,-0.5439042448997498,19.51282384754216,19.51282384754216,2.243515193462372,24.243394762143478
circles,minibatch,6545,both,0.1531389877200126,5,0.1579984202980994,5,-0.0048594325780867975,3.075620989702549,3.075620989702549,0.1531389877200126,3.173217121541515
circles,minibatch,13693,both,0.1535172387957572,5,0.1581582576036453,5,-0.0046410188078880865,2.9344144771237786,2.9344144771237786,0.1535172387957572,3.0231255097433083
circles,minibatch,15882,both,0.1534462496638298,5,0.1573800966143608,5,-0.003933846950531006,2.4995835147886454,2.4995835147886454,0.1534462496638298,2.5636644487234337
circles,minibatch,30080,both,0.1537093296647071,5,0.1569739952683448,5,-0.0032646656036376953,2.0797493228459887,2.0797493228459887,0.1537093296647071,2.1239215672588343
circles,minibatch,31569,both,0.1533166468143462,5,0.1576376929879188,5,-0.004321046173572596,2.741124975676824,2.741124975676824,0.1533166468143462,2.8183803020457563
digits,minibatch,6545,both,4.00723397731781,5,4.899952173233032,5,-0.8927181959152222,18.218916519060606,18.218916519060606,4.00723397731781,22.27766586548938
digits,minibatch,13693,both,4.064440727233887,5,4.891808748245239,5,-0.8273680210113525,16.91333540601196,16.91333540601196,4.064440727233887,20.356257515764774
digits,minibatch,15882,both,4.054161429405212,5,4.889121770858765,5,-0.8349603414535522,17.077920751131,17.077920751131,4.054161429405212,20.595142941213606
digits,minibatch,30080,both,4.056614995002747,5,4.829504728317261,5,-0.7728897333145142,16.003498842909536,16.003498842909536,4.056614995002747,19.052577931763793
digits,minibatch,31569,both,4.13231098651886,5,4.8642332553863525,5,-0.7319222688674927,15.047022427573904,15.047022427573904,4.13231098651886,17.71217779240953
iris,minibatch,6545,both,0.2082128077745437,5,0.7243029773235321,5,-0.5160901695489883,71.25335470193171,71.25335470193171,0.2082128077745437,247.86667787882647
iris,minibatch,13693,both,0.214840080589056,5,0.6640023589134216,5,-0.4491622783243656,67.64468112122043,67.64468112122043,0.214840080589056,209.06819486049199
iris,minibatch,15882,both,0.1996257714927196,5,0.7052026093006134,5,-0.5055768378078938,71.69242302000285,71.69242302000285,0.1996257714927196,253.26230878277772
iris,minibatch,30080,both,0.208056204020977,5,0.5666123330593109,5,-0.3585561290383339,63.28067853771929,63.28067853771929,0.208056204020977,172.33618710172323
iris,minibatch,31569,both,0.2159206345677375,5,0.5716007947921753,5,-0.3556801602244378,62.22527390882255,62.22527390882255,0.2159206345677375,164.72726700553287
moons,minibatch,6545,both,0.1299182549118995,5,0.1334507018327712,5,-0.003532446920871679,2.6470051280046727,2.6470051280046727,0.1299182549118995,2.7189765774387213
moons,minibatch,13693,both,0.1299675032496451,5,0.1319304481148719,5,-0.001962944865226801,1.4878634108160265,1.4878634108160265,0.1299675032496451,1.5103351346654121
moons,minibatch,15882,both,0.1294944286346435,5,0.1327440813183784,5,-0.003249652683734894,2.4480584380563113,2.4480584380563113,0.1294944286346435,2.509492275458033
moons,minibatch,30080,both,0.129584401845932,5,0.1334906443953513,5,-0.003906242549419292,2.9262294500956982,2.9262294500956982,0.129584401845932,3.0144388474035457
moons,minibatch,31569,both,0.1296767145395278,5,0.1342866122722625,5,-0.00460989773273468,3.432879610804565,3.432879610804565,0.1296767145395278,3.55491558303592
olivetti_faces,minibatch,6545,both,34.70396614074707,5,48.96629905700684,5,-14.262332916259773,29.12683455953141,29.12683455953141,34.70396614074707,41.09712664661085
olivetti_faces,minibatch,13693,both,34.48722076416016,5,49.58275604248047,5,-15.095535278320305,30.445131499723555,30.445131499723555,34.48722076416016,43.77138819492205
olivetti_faces,minibatch,15882,both,34.46021366119385,5,48.43183517456055,5,-13.9716215133667,28.848011773680376,28.848011773680376,34.46021366119385,40.544210348586276
olivetti_faces,minibatch,30080,both,34.81008052825928,5,49.44963264465332,5,-14.639552116394043,29.604976485051655,29.604976485051655,34.81008052825928,42.05549626496688
olivetti_faces,minibatch,31569,both,34.436055183410645,5,49.47115707397461,5,-15.035101890563965,30.391651984371133,30.391651984371133,34.436055183410645,43.660929832076214
s_curve,minibatch,6545,both,0.3029221147298813,5,0.3137369006872177,5,-0.010814785957336426,3.447087650081144,3.447087650081144,0.3029221147298813,3.5701539872650367
s_curve,minibatch,13693,both,0.3023034334182739,5,0.3140548914670944,5,-0.011751458048820496,3.741848437362031,3.741848437362031,0.3023034334182739,3.887305518148353
s_curve,minibatch,15882,both,0.3039869219064712,5,0.3144242763519287,5,-0.010437354445457514,3.319512909930401,3.319512909930401,0.3039869219064712,3.4334879869170205
s_curve,minibatch,30080,both,0.3037425428628921,5,0.3125108033418655,5,-0.008768260478973389,2.805746356672832,2.805746356672832,0.3037425428628921,2.8867409867347225
s_curve,minibatch,31569,both,0.30263651907444,5,0.3157467842102051,5,-0.013110265135765076,4.152145260499963,4.152145260499963,0.30263651907444,4.332016894676324
swiss_roll,minibatch,6545,both,0.2389188557863235,5,0.2509201467037201,5,-0.012001290917396601,4.782912442486099,4.782912442486099,0.2389188557863235,5.023166077829339
swiss_roll,minibatch,13693,both,0.2401403114199637,5,0.2524677813053131,5,-0.012327469885349412,4.882789329241824,4.882789329241824,0.2401403114199637,5.13344461513203
swiss_roll,minibatch,15882,both,0.2397430464625358,5,0.2550340890884399,5,-0.015291042625904083,5.9956857848134595,5.9956857848134595,0.2397430464625358,6.378096404265716
swiss_roll,minibatch,30080,both,0.2395398765802383,5,0.2480887919664382,5,-0.008548915386199923,3.4459095545744898,3.4459095545744898,0.2395398765802383,3.568890285929619
swiss_roll,minibatch,31569,both,0.2399899363517761,5,0.2489943876862526,5,-0.009004451334476499,3.61632702574109,3.61632702574109,0.2399899363517761,3.75201205157112
wine,minibatch,6545,both,1.3081624209880829,5,2.2004473209381104,5,-0.8922848999500275,40.55015957253738,40.55015957253738,1.3081624209880829,68.20903013526912
wine,minibatch,13693,both,1.303781360387802,5,2.335448622703552,5,-1.03166726231575,44.17426494792576,44.17426494792576,1.303781360387802,79.12885501054308
wine,minibatch,15882,both,1.3533025681972504,5,2.206868052482605,5,-0.8535654842853546,38.677685479435006,38.677685479435006,1.3533025681972504,63.072775027863784
wine,minibatch,30080,both,1.2880415320396423,5,2.386760711669922,5,-1.0987191796302795,46.03390588164782,46.03390588164782,1.2880415320396423,85.30153355307056
wine,minibatch,31569,both,1.3514661192893982,5,2.258444666862488,5,-0.9069785475730896,40.159431881636344,40.159431881636344,1.3514661192893982,67.11071292338275
