dataset,pair_batch_mode,pair_seed,pair_split,score_a,trials_a,score_b,trials_b,delta_a_minus_b,pct_improvement_a_over_b,pct_improvement_a_over_b_baseline_ref,reference_score,pct_improvement_a_over_b_reference
blobs,minibatch,6545,both,0.1122010983526706,5,0.1155820116400718,5,-0.0033809132874011993,2.925120647605212,2.925120647605212,0.1122010983526706,3.013262202455728
blobs,minibatch,13693,both,0.1467295587062835,5,0.1498371362686157,5,-0.003107577562332181,2.0739702050639646,2.0739702050639646,0.1467295587062835,2.117894710330852
blobs,minibatch,15882,both,0.1313211098313331,5,0.135087139904499,5,-0.0037660300731658936,2.7878524009230783,2.7878524009230783,0.1313211098313331,2.867802501823909
blobs,minibatch,30080,both,0.1243033260107039,5,0.1277068927884101,5,-0.0034035667777062018,2.665139448146599,2.665139448146599,0.1243033260107039,2.7381140046189243
blobs,minibatch,31569,both,0.1311671882867813,5,0.1332072243094444,5,-0.0020400360226630887,1.5314755136133034,1.5314755136133034,0.1311671882867813,1.5552944675483893
breast_cancer,minibatch,6545,both,2.2818053364753723,5,2.8198399543762207,5,-0.5380346179008484,19.08032464983877,19.08032464983877,2.2818053364753723,23.579339100500672
breast_cancer,minibatch,13693,both,2.26965206861496,5,2.789261102676392,5,-0.5196090340614319,18.62891335496878,18.62891335496878,2.26965206861496,22.893774832127452
breast_cancer,minibatch,15882,both,2.2560606598854065,5,2.8063806295394897,5,-0.5503199696540833,19.609598351040052,19.609598351040052,2.2560606598854065,24.392959792226332
breast_cancer,minibatch,30080,both,2.2995126843452454,5,2.832369565963745,5,-0.5328568816184998,18.81311280921031,18.81311280921031,2.2995126843452454,23.172600231610527
breast_cancer,minibatch,31569,both,2.2377890944480896,5,2.7874194383621216,5,-0.549630343914032,19.718250377022304,19.718250377022304,2.2377890944480896,24.561311219080206
circles,minibatch,6545,both,0.1543190106749534,5,0.1579984202980994,5,-0.0036794096231460016,2.3287635510557454,2.3287635510557454,0.1543190106749534,2.3842879804977812
circles,minibatch,13693,both,0.1538613736629486,5,0.1581582576036453,5,-0.0042968839406966886,2.716825542846428,2.716825542846428,0.1538613736629486,2.792698283137337
circles,minibatch,15882,both,0.1542517542839049,5,0.1573800966143608,5,-0.003128342330455919,1.9877623649714165,1.9877623649714165,0.1542517542839049,2.028075690275854
circles,minibatch,30080,both,0.1538468152284622,5,0.1569739952683448,5,-0.0031271800398826044,1.992164392921729,1.992164392921729,0.1538468152284622,2.032658287556196
circles,minibatch,31569,both,0.1541617363691329,5,0.1576376929879188,5,-0.003475956618785886,2.2050288562978904,2.2050288562978904,0.1541617363691329,2.2547466710305297
digits,minibatch,6545,both,4.052317976951599,5,4.899952173233032,5,-0.8476341962814331,17.298825913277362,17.298825913277362,4.052317976951599,20.917267625653484
digits,minibatch,13693,both,4.062279224395752,5,4.891808748245239,5,-0.8295295238494873,16.957521574142717,16.957521574142717,4.062279224395752,20.42029801565097
digits,minibatch,15882,both,4.05253803730011,5,4.889121770858765,5,-0.8365837335586548,17.111124917056635,17.111124917056635,4.05253803730011,20.643451729721587
digits,minibatch,30080,both,4.042310953140259,5,4.829504728317261,5,-0.787193775177002,16.29967914849279,16.29967914849279,4.042310953140259,19.473855037437744
digits,minibatch,31569,both,4.133566856384277,5,4.8642332553863525,5,-0.7306663990020752,15.021203972753161,15.021203972753161,4.133566856384277,17.676414205653014
