dataset,pair_seed,pair_split,score_a,trials_a,score_b,trials_b,delta_a_minus_b,pct_improvement_a_over_b,pct_improvement_a_over_b_baseline_ref,reference_score,pct_improvement_a_over_b_reference
blobs,6545,both,0.11161829903721805,5,0.11466767638921735,5,-0.0030493773519992967,2.659317296749585,2.659317296749585,0.11161829903721805,2.731969021479633
blobs,13693,both,0.14670456945896143,5,0.15103617310523987,5,-0.004331603646278437,2.86792465488399,2.86792465488399,0.14670456945896143,2.9526030867703428
blobs,15882,both,0.1311621367931366,5,0.13472138345241544,5,-0.003559246659278842,2.6419314945173444,2.6419314945173444,0.1311621367931366,2.7136235702627625
blobs,30080,both,0.12461335211992261,5,0.12833006680011744,5,-0.003716714680194827,2.8962150280680956,2.8962150280680956,0.12461335211992261,2.982597464048651
blobs,31569,both,0.13078657537698746,5,0.13468676060438156,5,-0.003900185227394104,2.8957450679582424,2.8957450679582424,0.13078657537698746,2.982099054243117
breast_cancer,6545,both,2.295678496360779,5,2.993192195892334,5,-0.6975136995315552,23.303338171493916,23.303338171493916,2.295678496360779,30.383771100234107
breast_cancer,13693,both,2.256502389907837,5,2.9226590394973755,5,-0.6661566495895386,22.792828057839444,22.792828057839444,2.256502389907837,29.521646091265456
breast_cancer,15882,both,2.2745251059532166,5,2.9772777557373047,5,-0.7027526497840881,23.603865928526904,23.603865928526904,2.2745251059532166,30.896675879494236
breast_cancer,30080,both,2.272949695587158,5,2.9838454723358154,5,-0.7108957767486572,23.824818789699368,23.824818789699368,2.272949695587158,31.27635328352551
breast_cancer,31569,both,2.25312477350235,5,2.9410935640335083,5,-0.6879687905311584,23.391598245778226,23.391598245778226,2.25312477350235,30.533985450870148
circles,6545,both,0.15402948111295695,5,0.15809577703475947,5,-0.004066295921802521,2.572045881344757,2.572045881344757,0.15402948111295695,2.639946517005091
circles,13693,both,0.15340029448270795,5,0.15908791124820704,5,-0.005687616765499087,3.5751407639172132,3.5751407639172132,0.15340029448270795,3.70769611927976
circles,15882,both,0.15396741032600395,5,0.15918126702308655,5,-0.005213856697082603,3.2754210307463003,3.2754210307463003,0.15396741032600395,3.3863378529540813
circles,30080,both,0.1536581590771675,5,0.15876183658838272,5,-0.00510367751121521,3.21467527769118,3.21467527769118,0.1536581590771675,3.321449080131261
circles,31569,both,0.15391521155834195,5,0.15912198275327674,5,-0.0052067711949347895,3.272188483855207,3.272188483855207,0.15391521155834195,3.3828827847604583
digits,6545,both,4.022078156471252,5,4.890899419784546,5,-0.8688212633132935,17.76403865102519,17.76403865102519,4.022078156471252,21.601302349518463
digits,13693,both,4.059506893157959,5,4.891204833984375,5,-0.831697940826416,17.003948291998128,17.003948291998128,4.059506893157959,20.48765928266288
digits,15882,both,4.02036714553833,5,4.867969274520874,5,-0.847602128982544,17.411821669025805,17.411821669025805,4.02036714553833,21.08270459634973
digits,30080,both,4.052412629127502,5,4.857972860336304,5,-0.8055602312088013,16.582229962335248,16.582229962335248,4.052412629127502,19.878534219804784
digits,31569,both,4.133074045181274,5,4.872492074966431,5,-0.7394180297851562,15.175356232677926,15.175356232677926,4.133074045181274,17.89026815639171
iris,6545,both,0.19974244385957715,5,0.7269376218318939,5,-0.5271951779723167,72.5227532788545,72.5227532788545,0.19974244385957715,263.9374825827931
iris,13693,both,0.20390786603093145,5,0.7573840320110321,5,-0.5534761659801006,73.07734815988815,73.07734815988815,0.20390786603093145,271.43443593105036
