dataset,pair_batch_mode,pair_seed,pair_split,score_a,trials_a,score_b,trials_b,delta_a_minus_b,pct_improvement_a_over_b,pct_improvement_a_over_b_baseline_ref,reference_score,pct_improvement_a_over_b_reference
blobs,full_batch,6545,all,0.1120633967220783,5,0.1155355274677276,5,-0.00347213074564931,3.005249399687188,3.005249399687188,0.1120633967220783,3.098362933135369
blobs,full_batch,13693,all,0.1468181982636451,5,0.1501486673951148,5,-0.003330469131469699,2.218114345767453,2.218114345767453,0.1468181982636451,2.268430733286273
blobs,full_batch,15882,all,0.1310422718524932,5,0.1354230120778083,5,-0.004380740225315094,3.2348565861155913,3.2348565861155913,0.1310422718524932,3.3429977696405047
blobs,full_batch,30080,all,0.1249482184648513,5,0.1274992302060126,5,-0.002551011741161291,2.000805602543152,2.000805602543152,0.1249482184648513,2.0416551532336626
blobs,full_batch,31569,all,0.1313891187310218,5,0.1331815123558044,5,-0.00179239362478259,1.3458276551133286,1.3458276551133286,0.1313891187310218,1.3641872645876836
blobs,minibatch,6545,all,0.1122010983526706,5,0.1155820116400718,5,-0.0033809132874011993,2.925120647605212,2.925120647605212,0.1122010983526706,3.013262202455728
blobs,minibatch,13693,all,0.1467295587062835,5,0.1498371362686157,5,-0.003107577562332181,2.0739702050639646,2.0739702050639646,0.1467295587062835,2.117894710330852
blobs,minibatch,15882,all,0.1313211098313331,5,0.135087139904499,5,-0.0037660300731658936,2.7878524009230783,2.7878524009230783,0.1313211098313331,2.867802501823909
blobs,minibatch,30080,all,0.1243033260107039,5,0.1277068927884101,5,-0.0034035667777062018,2.665139448146599,2.665139448146599,0.1243033260107039,2.7381140046189243
blobs,minibatch,31569,all,0.1311671882867813,5,0.1332072243094444,5,-0.0020400360226630887,1.5314755136133034,1.5314755136133034,0.1311671882867813,1.5552944675483893
breast_cancer,full_batch,6545,all,2.275996446609497,5,2.809068202972412,5,-0.533071756362915,18.976817857211365,18.976817857211365,2.275996446609497,23.421466986779375
breast_cancer,full_batch,13693,all,2.2546910643577576,5,2.781479954719544,5,-0.5267888903617863,18.939158251633074,18.939158251633074,2.2546910643577576,23.36412729394662
breast_cancer,full_batch,15882,all,2.2631585597991943,5,2.8036869764328003,5,-0.540528416633606,19.279199895607942,19.279199895607942,2.2631585597991943,23.88380673961996
breast_cancer,full_batch,30080,all,2.3053150177001958,5,2.836879014968872,5,-0.5315639972686763,18.737633662340336,18.737633662340336,2.3053150177001958,23.05819348710831
breast_cancer,full_batch,31569,all,2.25405615568161,5,2.7870877981185918,5,-0.5330316424369816,19.125039505278654,19.125039505278654,2.25405615568161,23.64766472624977
breast_cancer,minibatch,6545,all,2.2818053364753723,5,2.8198399543762207,5,-0.5380346179008484,19.08032464983877,19.08032464983877,2.2818053364753723,23.579339100500672
breast_cancer,minibatch,13693,all,2.26965206861496,5,2.789261102676392,5,-0.5196090340614319,18.62891335496878,18.62891335496878,2.26965206861496,22.893774832127452
breast_cancer,minibatch,15882,all,2.2560606598854065,5,2.8063806295394897,5,-0.5503199696540833,19.609598351040052,19.609598351040052,2.2560606598854065,24.392959792226332
breast_cancer,minibatch,30080,all,2.2995126843452454,5,2.832369565963745,5,-0.5328568816184998,18.81311280921031,18.81311280921031,2.2995126843452454,23.172600231610527
breast_cancer,minibatch,31569,all,2.2377890944480896,5,2.7874194383621216,5,-0.549630343914032,19.718250377022304,19.718250377022304,2.2377890944480896,24.561311219080206
circles,full_batch,6545,all,0.1538402065634727,5,0.1583261415362357,5,-0.004485934972763006,2.83335078416998,2.83335078416998,0.1538402065634727,2.915970455949798
circles,full_batch,13693,all,0.1539765000343322,5,0.1580186635255813,5,-0.004042163491249112,2.5580291600142124,2.5580291600142124,0.1539765000343322,2.625182083206093
